ASIN,ASIN_body,commodity_item,brandName,price,comments,star_level,ranking,DATE
B07T1Q1F1L,"PLUSINNO Fishing Rod and Reel Combos, Toray 24-Ton Carbon Matrix Telescopic Fishing Rod Pole, 12 +1 Shielded Bearings Stainless Steel BB Spinning Reel, Saltwater and Freshwater Fishing Gear Kit 7.87FT",null,PLUSINNO,$63.99,6 ratings,4.4 out of 5,"['#28,347 in Sports & Outdoors (', ')']","['2 pounds (', ')', 'B07T1Q1F1L', '#28,347 in Sports & Outdoors (', ')']"
B000EDTS2E,"Rod Tubes Flambeau 5560 Tele Rod Case 34-60""",null,Flambeau Tackle,$16.95,9 ratings,2.2 out of 5,"['#304,215 in Sports & Outdoors (', ')']","['9.6 ounces', '9.6 ounces (', ')', 'Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.', 'This item is not eligible for international shipping.', 'B000EDTS2E', '5560', '#304,215 in Sports & Outdoors (', ')']"
B07DCP32M1,"SupsShop Telescopic Fishing Pole Combo Set, All-in-one 1.8m/5.9ft Full Kit 2PCS Collapsible Rods + 2PCS Spinning Reels + Fishing Lures + Fishing Bag, Perfect Fishing Kit Gift for Chindren Beginners",null,SupsShop,$39.99,60 ratings,3.6 out of 5,"['#41,596 in Sports & Outdoors (', ')']","['9.8 x 3.9 x 2 inches ; 1.96 pounds', '2 pounds (', ')', 'B07DCP32M1', '#41,596 in Sports & Outdoors (', ')']"
B07C8GH1YW,"Sougayilang Fly Fishing Rod Reel Combos with Lightweight Portable Fly Rod and CNC-machined Aluminum Alloy Fly Reel,Fly Fishing Complete Starter Package","['B07C8GH1YW', 'B07L1J7XFY', 'B07L1HXZ7V']",Sougayilang,$89.98,89 ratings,4.2 out of 5,"['#12,675 in Sports & Outdoors (', ')']","['2 pounds (', ')', 'B07C8GH1YW', '#12,675 in Sports & Outdoors (', ')']"
B07H4M5NDN,Lixada Fly Fishing Rod and Reel Combo with Carry Bag & 20 Flies - Premium 9' 4-Piece Carbon Fiber Rod with Lightweight ABS Reel - Complete Starter Package Fly Fishing Starter Kit,"['B07H4M5NDN', 'B07WNTCYGD', 'B07H98PKPZ']",Lixada,null,4 ratings,3.1 out of 5,"['#116,984 in Sports & Outdoors (', ')']","['1.6 pounds (', ')', 'B07H4M5NDN', 'LWO8755156671420VJ', '#116,984 in Sports & Outdoors (', ')']"
B07ZPFX8Q3,Region Fishing Fly Rod Sock - 4pc - 9 Foot - Micro Neoprene - Super Soft,null,Region Fishing,$14.99,null,null,"['#392,966 in Sports & Outdoors (', ')']","['3.2 ounces (', ')', 'B07ZPFX8Q3', '#392,966 in Sports & Outdoors (', ')']"
B07H89SZSR,"Kids Fishing Pole,Light and Portable Telescopic Fishing Rod and Reel Combos for Youth Fishing by PLUSINNO","['B07H88LRQM', 'B074DRMZ7J', 'B07H87N4T4', 'B0779Q57BX']",PLUSINNO,$24.99-$42.99,246 ratings,4.2 out of 5,"['#4,800 in Sports & Outdoors (', ')']","['1.2 pounds (', ')', 'B077GV4DKF', '#4,800 in Sports & Outdoors (', ')']"
B00JJ6O0N4,Temple Fork Outfitters TFO Triangular Nylon Carrying Case - 4PC Fly Fishing Rod,null,Temple Fork Outfitters,$29.95-$49.95,40 ratings,4.4 out of 5,"['#116,671 in Sports & Outdoors (', ')']","['0.16 ounces', '0.2 ounces (', ')', 'B00JJ6NSQO', '#116,671 in Sports & Outdoors (', ')']"
B081634LG9,Dr.Fish Fishing Rod Socks Tangle-Free Lightweight Nylon Adjustable Elastic Strap Spinning Casting 2pcs/6pcs Sleeve Cover Protector Fishing Pole Storage Tube,null,Dr.Fish,$9.99,1 rating,5 out of 5,"['#85,822 in Sports & Outdoors (', ')']","['3.2 ounces (', ')', 'B081634LG9', '#85,822 in Sports & Outdoors (', ')']"
B07HKQPQ4M,"Ideas In Life Fishing Rod Holder – Canvas Carry Case Holds 5 Poles with Pockets for Fishing Reels, Tackle Boxes, Lures and More – Heavy Duty Travel Bag with Adjustable Strap",null,Ideas In Life,null,10 ratings,3.5 out of 5,"['#84,706 in Sports & Outdoors (', ')']","['1.4 pounds (', ')', 'B07HKQPQ4M', '#84,706 in Sports & Outdoors (', ')']"
B07Z499CS5,Godyluck 9' Fly Fishing Rod and Reel Combo with Carry Bag 20 Flies Complete Starter Package Fly Fishing Kit,"['B07ZCFGMLG', 'B07ZCJQBHT', 'B07ZCK8RZD', 'B07ZCHT7SZ', 'B07Z499CS5']",Godyluck,null,null,null,"['#193,647 in Sports & Outdoors (', ')']","['1.4 pounds (', ')', 'B07Z499CS5', '#193,647 in Sports & Outdoors (', ')']"
1400063965,Casting a Spell: The Bamboo Fly Rod and the American Pursuit of Perfection,null,null,null,26 ratings,4.2 out of 5,"['#754,287 in Books (', ')']","['272 pages', 'Random House; First Edition edition (August 8, 2006)', 'English', '1400063965', '978-1400063963', '5.9 x 1.1 x 8.6 inches', '14.4 ounces (', ')', '#754,287 in Books (', ')']"
B015ZUYRQ2,"Striker Ice Fishing Rod Black Case, OS",null,Striker Ice,null,1 rating,5 out of 5,"['#201,366 in Sports & Outdoors (', ')']","['1 x 1 x 1 inches ; 1 pounds', '3.1 pounds (', ')', 'B015ZUYRQ2', '#201,366 in Sports & Outdoors (', ')']"
B001DDM18M,"Organized Fishing Adjustable 3-Shelf Rolling Tackle Trolley for Fishing Tackle Storage, Holds up to 12 Fishing Rods, WFR-012",null,Organized Fishing,$44.99,295 ratings,3.9 out of 5,"['#6,276 in Sports & Outdoors (', ')']","['13.2 x 30.5 x 38.5 inches ; 10 pounds', '18.5 pounds (', ')', 'Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.', 'This item can be shipped to select countries outside of the U.S.', 'B001DDM18M', 'for Proposition 65 warning.', 'WFR-012', '#6,276 in Sports & Outdoors (', ')']"
B074RP1VHS,"Lanaak Kids Fishing Pole and Tackle Box - with Net, Travel Bag, Reel and Beginner’s Guide - Rod and Reel Kit for Boys, Girls, or Youth",null,Lanaak,null,157 ratings,3.9 out of 5,"['#3,192 in Sports & Outdoors (', ')']","['1.8 pounds (', ')', 'B074RP1VHS', '#3,192 in Sports & Outdoors (', ')']"
B00B5KGLYS,BW Sports Dual Fly Rod & Reel Case for (10 ft.) 4-Piece Fly Rods - RC-2004,null,BW Sports,$62.74,30 ratings,4.1 out of 5,"['#108,738 in Sports & Outdoors (', ')']","['2 pounds (', ')', 'Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.', 'This item can be shipped to select countries outside of the U.S.', 'B00B5KGLYS', 'RC-2004', '#108,738 in Sports & Outdoors (', ')']"
B07MC9W5TL,"Sougayilang Baitcasting Fishing Rod with Reel Combos, Medium Power Portable Carbon Travel Fishing Pole,4Piece","['B07MQXJRF2', 'B07CBQGZ65']",Sougayilang,$56.99-$79.99,66 ratings,3.8 out of 5,"['#57,092 in Sports & Outdoors (', ')']","['B07MTYZDH2', '#57,092 in Sports & Outdoors (', ')']"
B07P4DQYF4,Telescopic Fishing Rod Reel Full Kit Fishing Line Lures for Beginner All-in-One 1.7M/5.58FT Light-weight Fishing rod+Spinning Reel+Line+Lures Set+Carry Bag for Kids Youth Outdoor Travel Bass Trout,null,SupsShop,$29.99,49 ratings,4.1 out of 5,"['#26,526 in Sports & Outdoors (', ')']","['1.4 pounds (', ')', 'B07P4DQYF4', '#26,526 in Sports & Outdoors (', ')']"
B07N2NDKC3,"ZACX Telescopic Fishing Rod and Reel Combos Full Kits, Spinning Fishing Gear Pole Sets with Line Lures Hooks and Premium Portable Case for Sea Saltwater Freshwater, Fishing Gifts for Men",null,ZACX,$59.99,65 ratings,4.2 out of 5,"['#30,858 in Sports & Outdoors (', ')']","['6.3 x 6.3 x 3.2 inches', '2 pounds (', ')', 'B07N2NDKC3', '#30,858 in Sports & Outdoors (', ')']"
B00019NMAU,35102 Plano Rod Case 58 in - 106 in Long 3.5 in Diameter,null,Plano,null,7 ratings,4.2 out of 5,"['#536,122 in Sports & Outdoors (', ')']","['3.25 pounds', '3.5 pounds', 'B00019NMAU', '35102', '#536,122 in Sports & Outdoors (', ')']"
B079Q6S17N,"KastKing Summer and Centron Spinning Reels, 9 +1 BB Light Weight, Ultra Smooth Powerful, Size 500 is Perfect for Ultralight/Ice Fishing.",null,KastKing,$22.99,"1,158 ratings",4.4 out of 5,"['#3,296 in Sports & Outdoors (', ')']","['9.9 ounces (', ')', 'B079Q6S17N', '#3,296 in Sports & Outdoors (', ')']"
B07T1Q5XR8,"PLUSINNO Fishing Rod and Reel Combos, Toray 24-Ton Carbon Matrix Telescopic Fishing Rod Pole, 12 +1 Shielded Bearings Stainless Steel BB Spinning Reel, Saltwater and Freshwater Fishing Gear Kit 6.89FT",null,PLUSINNO,$62.59,3 ratings,5 out of 5,"['#17,926 in Sports & Outdoors (', ')']","['2 pounds (', ')', 'B07T1Q5XR8', '#17,926 in Sports & Outdoors (', ')']"
B071W48NPQ,SF Casting/Spinning Fishing Rod Socks Braided Mesh Rod Sleeve Cover Protector Pole Gloves 7-1/4ft -8ft,"['B07BJLXLD6', 'B0719V4XCW', 'B07BJYD4GM', 'B07P38BXJY', 'B071W48NPQ', 'B072JDJGMB', 'B07GCLXS73', 'B07BJLPDZB', 'B074DV7WM6', 'B07SGQ67GJ', 'B06XDHNPXK']",SF,$5.60-$19.99,469 ratings,4.5 out of 5,"['#10,643 in Sports & Outdoors (', ')']","['B07QW4T1WC', '#10,643 in Sports & Outdoors (', ')']"
B0060MW61S,Okuma Citrix Travel Rod 4pc Spinning 7' 2in Med W/Case,null,OKUMA,$80.35,27 ratings,4.2 out of 5,"['#73,710 in Sports & Outdoors (', ')']","['85.8 x 2.8 x 2.8 inches ; 1.1 pounds', '1.2 pounds (', ')', 'Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.', 'This item can be shipped to select countries outside of the U.S.', 'This item must be shipped separately from other items in your order.  Additional shipping charges will not apply.', 'B0060MW61S', 'for Proposition 65 warning.', 'CIT-S-724M', '#73,710 in Sports & Outdoors (', ')']"
B07NXX8Z18,SF Fishing Rod Sleeve Cover Rod Socks Black Better Cover Spinning Reel Cover Protector 7′-7′3″ Rod and Up to 3000 Reel Combo Tools for Spinning Sea Fishing Rod,null,SF,$24.99,9 ratings,4.7 out of 5,"['#140,966 in Sports & Outdoors (', ')']","['5.3 ounces', '5.6 ounces (', ')', 'B07NXX8Z18', '#140,966 in Sports & Outdoors (', ')']"
B07CJ2733L,55cm Portable Multifunctional Outdoor Fishing Rod Reel Bag EVA Waterproof Shockproof Black Fishing Storage Case Bag Carrier Fishing Gear Tackle Rod Bag,null,Unknown,null,1 rating,4 out of 5,"['#331,527 in Sports & Outdoors (', ')']","['14.4 ounces (', ')', 'B07CJ2733L', '#331,527 in Sports & Outdoors (', ')']"
B075D8H87F,Mayitr 20 Pcs Fishing Pole Rod Holder Clips Rubber Black,null,Mayitr,$8.49,61 ratings,4.2 out of 5,"['#45,128 in Sports & Outdoors (', ')']","['3.84 ounces', '4.8 ounces (', ')', 'B075D8H87F', '#45,128 in Sports & Outdoors (', ')']"
B07QXJ8TD5,Aventik Cordura Fishing Rod Tube with Reel Pouch Zipped Mesh Pockets Light Weight Fly Rod Case with 4 Compartments Fit 9ft/10ft/11ft 4sec Fly Rods,null,Aventik,$29.00,null,null,"['#153,151 in Sports & Outdoors (', ')']","['1.2 pounds (', ')', 'B07QXJ8TD5', '#153,151 in Sports & Outdoors (', ')']"
B07DWXV8JG,"eecoo Fishing Rod Case, Portable 2 Layer Folding Fishing Rod Case Fishing Gear Organizer with Adjustable Strap, Fishing Rod Case Carrier Bag Tackle Bag Outdoor Fishing Storage Bag Handbag",null,eecoo,null,2 ratings,5 out of 5,"['#328,708 in Sports & Outdoors (', ')']","['9.6 ounces', '10.6 ounces (', ')', 'B07DWXV8JG', '#328,708 in Sports & Outdoors (', ')']"
B01ER7ZVC8,Huntvp Fishing Rod Reel Case Bag Organizer Travel Carry Case Carrier Holder Pole Tools Storage Bags,"['B07C4MGPCJ', 'B01ER7ZVC8']",Huntvp,null,65 ratings,4 out of 5,"['#4,889 in Sports & Outdoors (', ')']","['1.4 pounds (', ')', 'B01ER7ZVC8', '#4,889 in Sports & Outdoors (', ')']"
B07H59ZNTG,"Sougayilang Fishing Rod and Reel Combos,24-Ton Carbon Fiber Fishing Poles with Baitcasting Reel,7.0:1 Gear for Travel Freshwater","['B07H77BVLY', 'B07H5DJKQY']",Sougayilang,$65.99-$69.99,28 ratings,3.9 out of 5,"['#31,451 in Sports & Outdoors (', ')']","['B07HNH7YHX', '#31,451 in Sports & Outdoors (', ')']"
B07R8LYDT7,"The Frequent Flyer Travel Fly Fishing Rod and Reel Combination. 7 Section, 2.6m (8’6”), 5/6 Weight, Rod, Reel and case. British Design. Rigged and Ready Travel Fishing",null,RIGGED & READY TRAVEL FISHING,null,2 ratings,4.5 out of 5,"['#211,749 in Sports & Outdoors (', ')']","['1.3 pounds (', ')', 'B07R8LYDT7', '.', '#211,749 in Sports & Outdoors (', ')']"
B07CJSHJC1,Toasis Fishing Rod Carrier Bag Fishing Pole Carrying Case,null,Toasis,$19.95-$22.96,16 ratings,3.8 out of 5,"['#139,598 in Sports & Outdoors (', ')']","['B07CJZXTTR', '#139,598 in Sports & Outdoors (', ')']"
B07GCDKYR4,CAPACI Portable Telescopic Fishing Rod and Reel Combos Carbon Fiber Fishing Pole with Full Kits Carrier Bag for Travel Saltwater Freshwater,"['B07GCDKYR4', 'B07JMR2MBF']",CAPACI,null,36 ratings,3.8 out of 5,"['#56,308 in Sports & Outdoors (', ')']","['2.2 pounds (', ')', 'B07GCDKYR4', '#56,308 in Sports & Outdoors (', ')']"
B07CXZRJDH,KastKing Fishing Rod Rack – Perfect Fishing Rod Holder - Holds Up to 24 Rods - 24 Rod Rack for All Types of Fishing Rods and Combos/ 12 Rod Rack for Freshwater Rods - ICAST Award Winner,"['B00NJ3YNQC', 'B07CXZRJDH', 'B07JBP3GK9']",KastKing,$69.99,779 ratings,4.4 out of 5,"['#4,909 in Sports & Outdoors (', ')']","['6.8 pounds (', ')', 'B07CXZRJDH', '#4,909 in Sports & Outdoors (', ')']"
B01HFW7NT6,M MAXIMUMCATCH Maxcatch Carbon Fiber Fly Fishing Rod Travel Tube(Case) with Aluminum Cap – fits Any 9ft/10ft 4pcs Fly Rod,"['B07VMKVZNK', 'B01HFW7NT6', 'B07J59Z7PZ', 'B07J5B6WNJ']",M MAXIMUMCATCH,$13.99-$44.00,14 ratings,4.3 out of 5,"['#72,771 in Sports & Outdoors (', ')']","['B07H86K4M6', '#72,771 in Sports & Outdoors (', ')']"
B07PY5W95C,"BeeTwo Fishing Rod Cover, 4 Pack Fishing Rod Sleeve Sock Pole Glove Protector Cover with Lanyard for Fly, Spinning, Casting, Sea Fishing Rod",null,BeeTwo,$11.00,64 ratings,4.4 out of 5,"['#23,569 in Sports & Outdoors (', ')']","['7.9 x 1.2 x 11.1 inches', '4 ounces (', ')', 'B07PY5W95C', '#23,569 in Sports & Outdoors (', ')']"
B01N47GUHP,"Elkton Outdoors Rolling Tackle Box Green, L 15.7 x W 9.6 x H 18.5 inches, 11 pounds, Waterproof, 5 Removable Tackle Trays, 4 Rod Holders, Rolling Fishing Tackle Bag, Roller Tackle Box",null,Elkton Outdoors,null,76 ratings,4.6 out of 5,"['#18,569 in Sports & Outdoors (', ')']","['15.7 x 18.5 x 9.6 inches ; 13.1 pounds', '13.2 pounds (', ')', 'B01N47GUHP', '#18,569 in Sports & Outdoors (', ')']"
B07MTFTHYR,"SM SunniMix Fishing Rod Tube, Ultralight Portable Fishing Rod Case, Men Women Outdoor Fishing Accessories",null,SM SunniMix,null,null,null,"['#318,874 in Sports & Outdoors (', ')']","['B07MTFTHYR', '#318,874 in Sports & Outdoors (', ')']"
B074731V84,Rush Creek Creations 12 Fishing Rod Storage Tackle Cart - Durable Finish - 5 Minute Assembly,null,Rush Creek Creations,null,182 ratings,4.4 out of 5,"['#3,488 in Sports & Outdoors (', ')']","['23.6 x 15.7 x 34.7 inches ; 16.5 pounds', '18.8 pounds (', ')', 'B074731V84', '40-0001', '#3,488 in Sports & Outdoors (', ')']"
B07F37LJ5W,"ZHENDUO OUTDOOR Fishing Rod Sleeve/Rod Socks/ 67in Fishing Rod Covers, Braided Mesh Rod Protector for Bait Casting Rod/Sea Fishing Rod, Fishing Gear Tools Accessories","['B07F37LJ5W', 'B07W6LBN5D', 'B07WBWK136', 'B07WBWX4TZ', 'B07W4H6QC1']",ZHENDUO OUTDOOR,null,196 ratings,4.5 out of 5,"['#16,175 in Sports & Outdoors (', ')']","['10.6 ounces', '15.2 ounces (', ')', 'B07F37LJ5W', '#16,175 in Sports & Outdoors (', ')']"
B076XS95YF,JSHANMEI Fishing Rod and Reel Combo Fishing Kit Carbon Fiber Telescopic Spinning Portable Fishing Pole Fishing Gear with Lure Hooks Fishing Bag for Sea Saltwater Freshwater Boat Fishing,null,JSHANMEI,$51.99-$63.99,8 ratings,4.7 out of 5,"['#57,215 in Sports & Outdoors (', ')']","['B01HGK2TKK', '#57,215 in Sports & Outdoors (', ')']"
